
,Crime_ID,Description,DateTime,NID
764,764,Mischief,"2003/7/16, 18:0",18.0
767,767,Break and Enter Commercial,"2003/3/19, 16:30",20.0
773,773,Theft from Vehicle,"2003/11/10, 16:0",19.0
774,774,Theft from Vehicle,"2003/3/8, 22:0",23.0
778,778,Break and Enter Residential/Other,"2003/6/10, 3:50",12.0
779,779,Theft of Vehicle,"2003/5/18, 17:0",14.0
780,780,Theft from Vehicle,"2003/3/20, 2:0",23.0
782,782,Other Theft,"2003/8/21, 13:25",21.0
783,783,Theft from Vehicle,"2003/10/20, 11:30",14.0
784,784,Theft from Vehicle,"2003/2/12, 0:45",11.0
785,785,Theft from Vehicle,"2003/5/6, 22:0",12.0
787,787,Break and Enter Residential/Other,"2003/7/7, 22:30",12.0
788,788,Mischief,"2003/6/20, 21:0",5.0
791,791,Theft of Vehicle,"2003/5/30, 17:0",14.0
792,792,Theft from Vehicle,"2003/5/1, 19:0",14.0
793,793,Mischief,"2003/3/31, 6:0",21.0
796,796,Break and Enter Residential/Other,"2003/3/18, 12:0",12.0
797,797,Mischief,"2003/9/2, 4:44",21.0
799,799,Break and Enter Residential/Other,"2003/3/8, 17:0",12.0
800,800,Theft from Vehicle,"2003/5/6, 22:0",6.0
801,801,Theft of Vehicle,"2003/6/20, 14:0",6.0
802,802,Theft from Vehicle,"2003/8/29, 23:0",12.0
803,803,Theft from Vehicle,"2003/10/12, 10:0",14.0
804,804,Break and Enter Residential/Other,"2003/6/28, 2:0",12.0
805,805,Theft from Vehicle,"2003/5/24, 17:0",6.0
807,807,Theft from Vehicle,"2003/5/12, 13:0",23.0
808,808,Theft from Vehicle,"2003/9/11, 22:0",23.0
809,809,Theft from Vehicle,"2003/6/10, 22:0",23.0
810,810,Theft of Vehicle,"2003/5/27, 8:16",6.0
811,811,Theft of Vehicle,"2003/5/2, 15:30",6.0
812,812,Theft of Vehicle,"2003/2/24, 18:30",14.0
813,813,Other Theft,"2003/12/1, 0:0",14.0
815,815,Theft of Vehicle,"2003/2/26, 22:30",21.0
816,816,Theft from Vehicle,"2003/12/30, 20:0",23.0
817,817,Theft from Vehicle,"2003/12/16, 2:25",16.0
818,818,Mischief,"2003/11/26, 22:0",7.0
819,819,Theft of Vehicle,"2003/4/22, 13:30",6.0
820,820,Break and Enter Residential/Other,"2003/12/23, 17:0",12.0
822,822,Break and Enter Residential/Other,"2003/5/6, 10:30",16.0
823,823,Break and Enter Residential/Other,"2003/5/21, 6:0",16.0
824,824,Other Theft,"2003/7/9, 12:20",7.0
825,825,Mischief,"2003/10/11, 20:0",21.0
827,827,Theft from Vehicle,"2003/6/15, 21:0",6.0
829,829,Mischief,"2003/4/14, 8:45",9.0
831,831,Break and Enter Residential/Other,"2003/5/2, 10:0",16.0
832,832,Break and Enter Residential/Other,"2003/1/12, 23:0",18.0
833,833,Other Theft,"2003/1/10, 19:53",7.0
834,834,Theft of Vehicle,"2003/12/28, 23:20",21.0
835,835,Other Theft,"2003/1/21, 7:0",7.0
837,837,Other Theft,"2003/1/29, 11:50",7.0
838,838,Theft of Vehicle,"2003/10/3, 2:30",21.0
839,839,Theft from Vehicle,"2003/2/19, 15:0",23.0
840,840,Other Theft,"2003/4/9, 12:0",7.0
843,843,Theft of Vehicle,"2003/3/27, 19:30",21.0
844,844,Mischief,"2003/7/12, 1:30",9.0
845,845,Theft from Vehicle,"2003/7/27, 18:30",6.0
846,846,Theft from Vehicle,"2003/9/12, 7:25",14.0
847,847,Theft from Vehicle,"2003/8/10, 17:0",23.0
848,848,Theft of Vehicle,"2003/7/20, 10:0",9.0
851,851,Theft from Vehicle,"2003/8/28, 10:17",6.0
852,852,Theft from Vehicle,"2003/2/14, 0:0",12.0
853,853,Break and Enter Residential/Other,"2003/10/18, 22:45",5.0
857,857,Mischief,"2003/11/27, 22:0",16.0
858,858,Mischief,"2003/4/29, 18:0",9.0
859,859,Other Theft,"2003/7/2, 18:45",7.0
860,860,Theft of Bicycle,"2003/5/25, 1:0",23.0
861,861,Mischief,"2003/5/24, 19:0",9.0
862,862,Theft of Vehicle,"2003/9/30, 20:0",8.0
863,863,Other Theft,"2003/12/28, 0:15",7.0
865,865,Theft of Vehicle,"2003/6/13, 1:0",8.0
866,866,Theft from Vehicle,"2003/6/11, 14:25",17.0
870,870,Theft of Vehicle,"2003/11/19, 15:48",14.0
871,871,Theft from Vehicle,"2003/1/4, 1:0",23.0
872,872,Mischief,"2003/10/31, 16:30",9.0
875,875,Mischief,"2003/7/19, 4:34",9.0
876,876,Theft from Vehicle,"2003/6/19, 19:20",6.0
877,877,Theft of Vehicle,"2003/3/17, 20:15",8.0
878,878,Theft of Vehicle,"2003/4/23, 7:0",12.0
879,879,Theft of Vehicle,"2003/4/6, 14:0",12.0
881,881,Mischief,"2003/4/13, 0:0",9.0
882,882,Break and Enter Commercial,"2003/12/13, 13:0",21.0
883,883,Theft from Vehicle,"2003/8/20, 19:0",16.0
884,884,Theft from Vehicle,"2003/5/29, 19:0",5.0
885,885,Theft of Vehicle,"2003/1/26, 15:30",12.0
886,886,Theft of Vehicle,"2003/1/7, 17:0",12.0
887,887,Theft from Vehicle,"2003/3/5, 20:0",23.0
888,888,Theft of Vehicle,"2003/4/2, 15:30",12.0
889,889,Mischief,"2003/7/3, 20:30",9.0
890,890,Break and Enter Residential/Other,"2003/7/31, 5:0",8.0
891,891,Mischief,"2003/2/17, 1:30",5.0
896,896,Mischief,"2003/10/31, 17:30",9.0
897,897,Theft from Vehicle,"2003/6/12, 0:0",23.0
898,898,Theft of Vehicle,"2003/11/4, 19:45",12.0
900,900,Mischief,"2003/10/31, 9:0",9.0
901,901,Theft of Vehicle,"2003/11/6, 0:50",12.0
902,902,Theft of Vehicle,"2003/6/26, 8:0",12.0
904,904,Break and Enter Residential/Other,"2003/1/20, 11:0",7.0
909,909,Theft from Vehicle,"2003/4/7, 17:30",20.0
910,910,Theft of Vehicle,"2003/12/10, 2:30",10.0
911,911,Theft of Vehicle,"2003/5/14, 17:30",12.0
912,912,Theft of Vehicle,"2003/1/17, 17:0",12.0
913,913,Mischief,"2003/5/6, 3:55",9.0
914,914,Theft of Bicycle,"2003/8/13, 16:0",23.0
915,915,Theft from Vehicle,"2003/1/23, 18:0",7.0
920,920,Theft of Vehicle,"2003/9/12, 23:0",21.0
921,921,Theft from Vehicle,"2003/3/21, 18:0",23.0
922,922,Mischief,"2003/6/6, 14:0",9.0
923,923,Theft of Vehicle,"2003/10/31, 20:25",12.0
924,924,Theft of Vehicle,"2003/4/2, 19:0",12.0
925,925,Theft of Vehicle,"2003/1/17, 17:30",12.0
926,926,Mischief,"2003/6/16, 12:0",6.0
927,927,Mischief,"2003/6/6, 23:30",23.0
928,928,Theft from Vehicle,"2003/5/11, 13:0",12.0
929,929,Theft of Vehicle,"2003/9/21, 20:30",21.0
930,930,Theft of Vehicle,"2003/10/27, 23:0",12.0
931,931,Other Theft,"2003/7/10, 16:40",7.0
932,932,Theft from Vehicle,"2003/5/3, 1:0",16.0
933,933,Theft from Vehicle,"2003/5/17, 18:30",12.0
934,934,Theft from Vehicle,"2003/11/23, 21:0",12.0
935,935,Break and Enter Residential/Other,"2003/3/30, 13:30",14.0
937,937,Theft of Vehicle,"2003/5/11, 13:0",12.0
939,939,Theft of Vehicle,"2003/4/3, 7:30",12.0
940,940,Theft from Vehicle,"2003/11/11, 22:30",12.0
941,941,Mischief,"2003/6/7, 2:25",5.0
943,943,Theft of Vehicle,"2003/8/20, 20:30",21.0
944,944,Theft of Vehicle,"2003/9/8, 19:30",12.0
945,945,Theft of Vehicle,"2003/1/18, 16:0",12.0
946,946,Mischief,"2003/6/6, 0:0",5.0
947,947,Theft of Vehicle,"2003/7/12, 20:45",9.0
948,948,Theft of Vehicle,"2003/6/15, 10:0",9.0
949,949,Mischief,"2003/9/18, 2:35",23.0
950,950,Mischief,"2003/2/14, 8:0",7.0
951,951,Theft of Vehicle,"2003/7/26, 0:1",8.0
952,952,Theft of Vehicle,"2003/3/5, 21:40",8.0
953,953,Theft of Vehicle,"2003/8/12, 20:30",16.0
954,954,Theft from Vehicle,"2003/1/23, 20:0",7.0
955,955,Mischief,"2003/8/6, 22:52",9.0
956,956,Theft of Vehicle,"2003/12/23, 19:0",8.0
957,957,Theft of Vehicle,"2003/8/2, 8:13",8.0
958,958,Break and Enter Commercial,"2003/12/27, 13:0",13.0
959,959,Theft from Vehicle,"2003/10/14, 15:30",6.0
960,960,Theft of Bicycle,"2003/4/26, 0:0",23.0
961,961,Theft from Vehicle,"2003/9/1, 14:0",23.0
962,962,Theft of Vehicle,"2003/1/13, 22:30",8.0
963,963,Theft of Vehicle,"2003/11/21, 20:0",21.0
964,964,Theft from Vehicle,"2003/6/22, 0:30",8.0
965,965,Theft of Vehicle,"2003/6/19, 13:0",8.0
966,966,Theft from Vehicle,"2003/3/3, 21:0",12.0
967,967,Theft of Vehicle,"2003/6/13, 23:57",8.0
968,968,Theft of Vehicle,"2003/12/5, 19:0",8.0
972,972,Theft from Vehicle,"2003/6/26, 21:0",7.0
974,974,Theft from Vehicle,"2003/1/29, 18:0",16.0
975,975,Theft from Vehicle,"2003/9/9, 12:0",6.0
977,977,Break and Enter Residential/Other,"2003/9/12, 18:0",12.0
978,978,Theft from Vehicle,"2003/11/13, 20:0",17.0
979,979,Mischief,"2003/5/12, 15:30",14.0
981,981,Theft from Vehicle,"2003/11/25, 18:30",7.0
983,983,Mischief,"2003/4/5, 18:0",14.0
985,985,Mischief,"2003/10/31, 21:0",9.0
988,988,Theft from Vehicle,"2003/5/31, 18:0",7.0
991,991,Break and Enter Residential/Other,"2003/7/20, 16:30",12.0
992,992,Theft from Vehicle,"2003/1/23, 20:30",7.0
993,993,Theft from Vehicle,"2003/3/17, 19:0",6.0
995,995,Theft from Vehicle,"2003/11/18, 23:0",7.0
996,996,Theft from Vehicle,"2003/6/17, 23:0",7.0
1000,1000,Theft from Vehicle,"2003/6/29, 14:0",14.0
1002,1002,Other Theft,"2003/10/5, 16:30",8.0
1004,1004,Mischief,"2003/3/19, 3:30",12.0
1006,1006,Theft of Vehicle,"2003/12/25, 16:30",6.0
1007,1007,Mischief,"2003/2/1, 10:0",23.0
1008,1008,Mischief,"2003/1/6, 20:0",23.0
1009,1009,Theft from Vehicle,"2003/9/29, 18:30",19.0
1011,1011,Theft from Vehicle,"2003/7/25, 22:0",19.0
1012,1012,Theft of Vehicle,"2003/8/24, 23:30",6.0
1013,1013,Theft from Vehicle,"2003/1/13, 19:0",6.0
1014,1014,Theft from Vehicle,"2003/7/3, 19:0",19.0
1015,1015,Mischief,"2003/5/23, 13:0",23.0
1016,1016,Theft from Vehicle,"2003/5/12, 23:20",19.0
1017,1017,Theft from Vehicle,"2003/1/25, 13:21",7.0
1018,1018,Mischief,"2003/6/11, 23:49",23.0
1020,1020,Break and Enter Commercial,"2003/11/6, 12:0",6.0
1022,1022,Mischief,"2003/4/3, 16:30",15.0
1023,1023,Break and Enter Commercial,"2003/5/9, 9:0",6.0
1025,1025,Theft from Vehicle,"2003/1/11, 13:0",6.0
1026,1026,Theft from Vehicle,"2003/8/23, 17:30",7.0
1027,1027,Theft from Vehicle,"2003/9/28, 0:30",16.0
1029,1029,Break and Enter Residential/Other,"2003/3/4, 18:27",8.0
1030,1030,Mischief,"2003/9/29, 17:30",23.0
1031,1031,Mischief,"2003/8/5, 22:30",23.0
1032,1032,Mischief,"2003/7/26, 18:0",23.0
1033,1033,Mischief,"2003/6/23, 14:33",23.0
1035,1035,Theft of Vehicle,"2003/8/18, 20:0",16.0
1036,1036,Break and Enter Residential/Other,"2003/12/1, 10:0",8.0
1037,1037,Theft from Vehicle,"2003/1/16, 18:0",18.0
1038,1038,Theft from Vehicle,"2003/1/20, 22:0",7.0
1039,1039,Theft from Vehicle,"2003/9/9, 1:0",14.0
1040,1040,Break and Enter Residential/Other,"2003/3/24, 11:0",14.0
1041,1041,Mischief,"2003/6/15, 17:15",23.0
1042,1042,Mischief,"2003/10/28, 3:10",16.0
1046,1046,Theft from Vehicle,"2003/12/26, 12:51",20.0
1049,1049,Mischief,"2003/6/7, 13:0",23.0
1050,1050,Break and Enter Commercial,"2003/2/9, 17:0",19.0
1051,1051,Break and Enter Commercial,"2003/3/11, 17:0",19.0
1052,1052,Mischief,"2003/8/6, 14:30",23.0
1053,1053,Theft from Vehicle,"2003/8/4, 1:15",16.0
1054,1054,Theft of Vehicle,"2003/3/5, 8:15",16.0
1055,1055,Break and Enter Residential/Other,"2003/11/21, 6:0",12.0
1056,1056,Theft from Vehicle,"2003/8/10, 7:15",7.0
1057,1057,Mischief,"2003/5/5, 3:43",14.0
1058,1058,Theft from Vehicle,"2003/10/1, 10:30",20.0
1059,1059,Theft from Vehicle,"2003/1/27, 14:30",6.0
1060,1060,Theft of Vehicle,"2003/7/2, 16:15",16.0
1061,1061,Theft from Vehicle,"2003/3/1, 19:30",6.0
1062,1062,Mischief,"2003/2/3, 0:14",12.0
1063,1063,Theft from Vehicle,"2003/10/25, 21:16",7.0
1065,1065,Mischief,"2003/5/22, 20:0",23.0
1066,1066,Mischief,"2003/5/22, 19:30",23.0
1067,1067,Mischief,"2003/12/5, 17:20",21.0
1069,1069,Theft from Vehicle,"2003/6/23, 17:0",6.0
1070,1070,Theft of Vehicle,"2003/5/7, 17:0",9.0
1071,1071,Other Theft,"2003/12/17, 20:10",8.0
1072,1072,Theft from Vehicle,"2003/5/25, 19:45",6.0
1073,1073,Theft from Vehicle,"2003/9/6, 1:0",8.0
1074,1074,Theft from Vehicle,"2003/3/14, 9:55",7.0
1075,1075,Break and Enter Residential/Other,"2003/12/1, 10:0",6.0
1076,1076,Theft of Vehicle,"2003/8/2, 10:0",14.0
1077,1077,Mischief,"2003/5/22, 19:0",23.0
1078,1078,Theft of Vehicle,"2003/10/14, 20:0",9.0
1080,1080,Mischief,"2003/12/6, 20:0",12.0
1081,1081,Break and Enter Residential/Other,"2003/9/23, 23:0",12.0
1083,1083,Theft from Vehicle,"2003/4/3, 22:0",23.0
1084,1084,Theft of Vehicle,"2003/8/29, 2:0",9.0
1085,1085,Theft from Vehicle,"2003/6/25, 2:21",16.0
1086,1086,Theft from Vehicle,"2003/8/3, 12:0",14.0
1087,1087,Mischief,"2003/4/12, 23:30",9.0
1089,1089,Mischief,"2003/4/11, 20:0",9.0
1090,1090,Mischief,"2003/9/20, 2:0",9.0
1091,1091,Theft from Vehicle,"2003/7/31, 21:20",7.0
1092,1092,Theft from Vehicle,"2003/5/16, 2:24",8.0
1093,1093,Theft of Vehicle,"2003/10/10, 17:0",6.0
1094,1094,Break and Enter Residential/Other,"2003/11/23, 22:0",9.0
1095,1095,Break and Enter Residential/Other,"2003/11/7, 23:0",14.0
1096,1096,Theft from Vehicle,"2003/11/19, 19:20",6.0
1097,1097,Break and Enter Commercial,"2003/9/17, 21:57",6.0
1098,1098,Break and Enter Residential/Other,"2003/9/26, 12:0",16.0
1099,1099,Mischief,"2003/6/26, 21:0",14.0
1100,1100,Mischief,"2003/1/7, 9:0",23.0
1101,1101,Other Theft,"2003/11/8, 9:50",15.0
1102,1102,Theft from Vehicle,"2003/8/14, 10:0",23.0
1103,1103,Break and Enter Residential/Other,"2003/7/13, 15:40",16.0
1104,1104,Theft from Vehicle,"2003/12/21, 9:30",14.0
1105,1105,Break and Enter Commercial,"2003/10/6, 20:0",6.0
1106,1106,Theft of Vehicle,"2003/5/24, 2:0",9.0
1109,1109,Break and Enter Residential/Other,"2003/1/23, 6:30",16.0
1111,1111,Break and Enter Residential/Other,"2003/8/14, 4:53",16.0
1112,1112,Break and Enter Residential/Other,"2003/9/20, 23:30",14.0
1115,1115,Break and Enter Residential/Other,"2003/3/4, 23:0",9.0
1116,1116,Break and Enter Residential/Other,"2003/5/29, 15:10",9.0
1117,1117,Theft from Vehicle,"2003/4/5, 17:0",6.0
1118,1118,Break and Enter Residential/Other,"2003/6/4, 15:10",9.0
1119,1119,Break and Enter Residential/Other,"2003/6/12, 15:30",9.0
1120,1120,Break and Enter Residential/Other,"2003/5/26, 9:30",8.0
1121,1121,Mischief,"2003/12/21, 23:5",21.0
1122,1122,Break and Enter Residential/Other,"2003/8/10, 18:15",8.0
1123,1123,Break and Enter Residential/Other,"2003/3/5, 0:43",8.0
1124,1124,Break and Enter Residential/Other,"2003/3/24, 3:12",8.0
1126,1126,Theft from Vehicle,"2003/3/10, 17:30",23.0
1127,1127,Break and Enter Residential/Other,"2003/6/24, 17:10",9.0
1128,1128,Theft of Vehicle,"2003/12/25, 10:0",9.0
1129,1129,Mischief,"2003/8/7, 23:0",7.0
1130,1130,Break and Enter Residential/Other,"2003/11/15, 21:19",9.0
1131,1131,Theft from Vehicle,"2003/9/20, 21:0",14.0
1132,1132,Theft of Vehicle,"2003/1/23, 15:0",9.0
1133,1133,Break and Enter Residential/Other,"2003/11/21, 23:45",9.0
1134,1134,Theft from Vehicle,"2003/5/10, 18:0",17.0
1136,1136,Theft of Vehicle,"2003/8/13, 19:30",9.0
1137,1137,Break and Enter Residential/Other,"2003/3/7, 5:5",14.0
1138,1138,Break and Enter Residential/Other,"2003/10/20, 5:11",9.0
1139,1139,Break and Enter Residential/Other,"2003/2/19, 8:50",11.0
1140,1140,Theft from Vehicle,"2003/11/10, 22:0",16.0
1141,1141,Break and Enter Residential/Other,"2003/10/13, 12:0",8.0
1142,1142,Theft from Vehicle,"2003/7/28, 20:0",23.0
1143,1143,Theft of Vehicle,"2003/6/20, 12:0",8.0
1144,1144,Mischief,"2003/11/23, 3:10",7.0
1145,1145,Theft of Vehicle,"2003/5/27, 12:0",9.0
1146,1146,Break and Enter Residential/Other,"2003/6/20, 2:0",14.0
1147,1147,Theft of Bicycle,"2003/7/14, 22:0",23.0
1148,1148,Mischief,"2003/7/25, 13:25",21.0
1149,1149,Break and Enter Residential/Other,"2003/11/12, 0:0",14.0
1150,1150,Theft of Vehicle,"2003/11/28, 22:0",8.0
1151,1151,Theft from Vehicle,"2003/12/19, 20:0",16.0
1152,1152,Theft from Vehicle,"2003/2/22, 9:30",7.0
1153,1153,Theft from Vehicle,"2003/5/6, 0:0",7.0
1154,1154,Break and Enter Residential/Other,"2003/1/3, 11:0",14.0
1155,1155,Theft from Vehicle,"2003/5/25, 1:0",16.0
1156,1156,Theft from Vehicle,"2003/8/1, 21:30",23.0
1157,1157,Break and Enter Commercial,"2003/9/25, 1:55",6.0
1158,1158,Break and Enter Commercial,"2003/11/25, 9:0",6.0
1159,1159,Theft of Vehicle,"2003/8/19, 21:0",9.0
1160,1160,Theft of Vehicle,"2003/2/21, 22:0",9.0
1162,1162,Theft from Vehicle,"2003/12/20, 1:45",7.0
1163,1163,Mischief,"2003/11/8, 13:38",23.0
1166,1166,Break and Enter Commercial,"2003/9/9, 18:0",6.0
1167,1167,Mischief,"2003/3/8, 18:0",23.0
1168,1168,Mischief,"2003/6/22, 18:30",14.0
1172,1172,Theft from Vehicle,"2003/9/20, 1:0",23.0
1174,1174,Theft of Vehicle,"2003/12/29, 19:0",14.0
1176,1176,Break and Enter Commercial,"2003/2/7, 15:0",6.0
1177,1177,Break and Enter Commercial,"2003/2/7, 18:0",6.0
1178,1178,Break and Enter Commercial,"2003/2/8, 9:0",6.0
1179,1179,Break and Enter Residential/Other,"2003/10/12, 23:0",12.0
1180,1180,Mischief,"2003/3/2, 15:0",12.0
1182,1182,Break and Enter Commercial,"2003/12/21, 3:0",6.0
1187,1187,Theft of Vehicle,"2003/2/24, 15:0",6.0
1196,1196,Theft from Vehicle,"2003/1/2, 19:0",7.0
1197,1197,Mischief,"2003/11/20, 22:50",21.0
1200,1200,Theft of Vehicle,"2003/2/3, 23:43",6.0
1201,1201,Break and Enter Commercial,"2003/1/17, 16:0",6.0
1203,1203,Theft from Vehicle,"2003/11/4, 0:0",16.0
1204,1204,Break and Enter Residential/Other,"2003/9/29, 17:54",12.0
1205,1205,Break and Enter Residential/Other,"2003/2/4, 7:30",12.0
1206,1206,Mischief,"2003/7/3, 6:11",23.0
1207,1207,Theft of Vehicle,"2003/12/20, 22:0",6.0
1208,1208,Theft from Vehicle,"2003/3/27, 12:0",11.0
1209,1209,Mischief,"2003/12/21, 9:38",16.0
1210,1210,Mischief,"2003/7/15, 21:0",23.0
1213,1213,Theft of Vehicle,"2003/5/18, 23:0",16.0
1217,1217,Theft from Vehicle,"2003/7/29, 21:0",19.0
1219,1219,Theft of Vehicle,"2003/1/11, 4:15",16.0
1221,1221,Theft of Vehicle,"2003/12/13, 12:0",16.0
1222,1222,Other Theft,"2003/3/22, 20:45",12.0
1223,1223,Theft from Vehicle,"2003/6/12, 20:30",19.0
1225,1225,Theft of Bicycle,"2003/3/13, 18:0",23.0
1227,1227,Mischief,"2003/12/20, 8:15",16.0
1228,1228,Mischief,"2003/10/1, 23:0",16.0
1229,1229,Theft from Vehicle,"2003/9/6, 18:0",17.0
1230,1230,Break and Enter Residential/Other,"2003/2/4, 14:0",12.0
1231,1231,Break and Enter Residential/Other,"2003/10/2, 0:15",18.0
1232,1232,Theft from Vehicle,"2003/1/7, 3:0",23.0
1233,1233,Theft from Vehicle,"2003/4/24, 18:0",16.0
1235,1235,Theft from Vehicle,"2003/12/13, 19:0",8.0
1236,1236,Mischief,"2003/10/27, 16:0",7.0
1237,1237,Theft of Bicycle,"2003/3/19, 0:0",14.0
1239,1239,Mischief,"2003/10/20, 20:0",20.0
1241,1241,Mischief,"2003/8/22, 8:16",16.0
1242,1242,Theft of Bicycle,"2003/8/21, 16:0",23.0
1243,1243,Theft from Vehicle,"2003/12/11, 11:4",8.0
1248,1248,Theft from Vehicle,"2003/8/24, 23:0",16.0
1249,1249,Break and Enter Residential/Other,"2003/7/23, 3:15",16.0
1250,1250,Theft from Vehicle,"2003/1/25, 0:0",23.0
1251,1251,Theft of Vehicle,"2003/6/6, 23:50",14.0
1252,1252,Theft from Vehicle,"2003/3/29, 1:30",14.0
1254,1254,Break and Enter Residential/Other,"2003/12/9, 20:30",16.0
1255,1255,Mischief,"2003/10/19, 16:13",20.0
1258,1258,Break and Enter Residential/Other,"2003/11/22, 13:0",12.0
1261,1261,Theft of Vehicle,"2003/3/1, 13:0",6.0
1262,1262,Theft of Vehicle,"2003/2/24, 19:0",6.0
1263,1263,Theft of Vehicle,"2003/7/18, 19:30",12.0
1264,1264,Theft of Vehicle,"2003/1/5, 9:0",12.0
1265,1265,Theft from Vehicle,"2003/11/9, 19:0",8.0
1266,1266,Theft of Vehicle,"2003/11/30, 19:0",8.0
1267,1267,Theft of Vehicle,"2003/6/5, 22:0",8.0
1268,1268,Theft of Vehicle,"2003/10/26, 0:55",8.0
1269,1269,Theft of Vehicle,"2003/5/13, 22:0",8.0
1270,1270,Theft from Vehicle,"2003/9/23, 11:11",8.0
1271,1271,Theft from Vehicle,"2003/5/18, 13:15",17.0
1272,1272,Theft of Bicycle,"2003/10/26, 22:0",14.0
1273,1273,Theft of Bicycle,"2003/3/26, 0:0",17.0
1274,1274,Theft from Vehicle,"2003/6/25, 6:0",16.0
1275,1275,Theft from Vehicle,"2003/1/27, 0:0",23.0
1276,1276,Theft of Bicycle,"2003/6/22, 1:0",14.0
1277,1277,Theft from Vehicle,"2003/9/14, 16:30",18.0
1278,1278,Theft from Vehicle,"2003/2/1, 22:0",23.0
1279,1279,Theft from Vehicle,"2003/2/8, 13:0",23.0
1280,1280,Theft from Vehicle,"2003/12/14, 21:0",9.0
1282,1282,Theft of Bicycle,"2003/9/12, 9:0",14.0
1283,1283,Theft from Vehicle,"2003/1/27, 17:30",23.0
1284,1284,Mischief,"2003/6/17, 13:30",14.0
1290,1290,Theft from Vehicle,"2003/6/15, 11:0",16.0
1291,1291,Theft from Vehicle,"2003/2/14, 19:0",23.0
1292,1292,Break and Enter Residential/Other,"2003/10/23, 15:0",8.0
1293,1293,Mischief,"2003/7/26, 22:0",10.0
1294,1294,Theft of Bicycle,"2003/10/4, 5:50",14.0
1295,1295,Theft of Bicycle,"2003/6/13, 22:0",14.0
1296,1296,Mischief,"2003/1/26, 0:0",7.0
1298,1298,Mischief,"2003/5/2, 1:15",7.0
1299,1299,Theft of Vehicle,"2003/1/13, 20:30",6.0
1300,1300,Theft from Vehicle,"2003/6/21, 22:0",23.0
1301,1301,Theft of Vehicle,"2003/6/7, 0:5",6.0
1302,1302,Break and Enter Residential/Other,"2003/1/25, 8:15",5.0
1303,1303,Break and Enter Residential/Other,"2003/7/19, 12:30",5.0
1304,1304,Theft from Vehicle,"2003/5/29, 20:0",23.0
1305,1305,Theft from Vehicle,"2003/5/29, 20:30",23.0
1308,1308,Break and Enter Residential/Other,"2003/12/19, 21:0",16.0
1310,1310,Theft of Vehicle,"2003/3/24, 18:0",14.0
1311,1311,Mischief,"2003/11/14, 22:10",12.0
1312,1312,Theft of Vehicle,"2003/6/27, 18:30",6.0
1313,1313,Break and Enter Residential/Other,"2003/10/3, 17:0",16.0
1315,1315,Other Theft,"2003/6/16, 16:18",21.0
1316,1316,Break and Enter Commercial,"2003/9/16, 20:30",13.0
1317,1317,Theft of Vehicle,"2003/3/17, 6:30",14.0
1318,1318,Theft from Vehicle,"2003/7/7, 19:30",23.0
1319,1319,Theft from Vehicle,"2003/6/10, 4:0",6.0
1321,1321,Theft of Bicycle,"2003/11/4, 7:0",23.0
1323,1323,Break and Enter Commercial,"2003/1/26, 2:0",19.0
1324,1324,Theft of Vehicle,"2003/6/20, 16:30",16.0
1325,1325,Break and Enter Residential/Other,"2003/1/21, 0:0",16.0
1326,1326,Break and Enter Residential/Other,"2003/1/27, 0:15",16.0
1330,1330,Theft from Vehicle,"2003/7/8, 1:30",23.0
1331,1331,Theft from Vehicle,"2003/3/4, 20:0",11.0
1332,1332,Theft from Vehicle,"2003/7/15, 23:30",23.0
1333,1333,Break and Enter Residential/Other,"2003/6/26, 11:0",16.0
1334,1334,Theft of Bicycle,"2003/1/13, 4:15",23.0
1335,1335,Theft of Vehicle,"2003/5/29, 22:0",8.0
1336,1336,Theft from Vehicle,"2003/6/18, 9:30",8.0
1337,1337,Break and Enter Commercial,"2003/1/1, 19:35",19.0
1338,1338,Mischief,"2003/7/31, 0:54",16.0
1339,1339,Theft of Vehicle,"2003/11/12, 8:30",6.0
1340,1340,Theft of Vehicle,"2003/6/24, 22:30",6.0
1342,1342,Theft of Vehicle,"2003/7/7, 3:0",14.0
1344,1344,Theft of Vehicle,"2003/5/2, 21:0",6.0
1345,1345,Theft from Vehicle,"2003/6/10, 1:30",6.0
1346,1346,Theft of Vehicle,"2003/1/5, 11:30",6.0
1348,1348,Theft from Vehicle,"2003/5/30, 13:0",17.0
1353,1353,Theft of Bicycle,"2003/3/25, 17:0",23.0
1354,1354,Mischief,"2003/4/2, 0:15",16.0
1355,1355,Mischief,"2003/3/29, 0:10",16.0
1356,1356,Theft from Vehicle,"2003/4/19, 1:0",12.0
1357,1357,Theft from Vehicle,"2003/11/14, 10:30",21.0
1358,1358,Theft of Vehicle,"2003/1/17, 22:30",8.0
1361,1361,Break and Enter Residential/Other,"2003/11/1, 0:0",16.0
1363,1363,Break and Enter Residential/Other,"2003/1/13, 19:0",18.0
1364,1364,Theft of Bicycle,"2003/7/16, 20:0",6.0
1365,1365,Break and Enter Residential/Other,"2003/6/28, 8:30",16.0
1366,1366,Break and Enter Residential/Other,"2003/10/31, 18:30",16.0
1367,1367,Theft from Vehicle,"2003/2/15, 2:0",9.0
1368,1368,Theft from Vehicle,"2003/10/10, 23:15",9.0
1369,1369,Theft from Vehicle,"2003/7/9, 23:30",12.0
1374,1374,Theft of Vehicle,"2003/8/10, 18:30",8.0
1376,1376,Theft from Vehicle,"2003/11/27, 18:30",6.0
1377,1377,Theft of Vehicle,"2003/4/25, 17:30",8.0
